-3.141593	-3.141593	0.000033	0.000000
-3.141593	-3.015929	0.000352	0.000000
-3.141593	-2.890265	0.000412	0.000000
-3.141593	-2.764602	0.000331	0.000000
-3.141593	-2.638938	0.000239	0.000000
-3.141593	-2.513274	0.000169	0.000000
-3.141593	-2.387610	0.000120	0.000000
-3.141593	-2.261947	0.000087	0.000000
-3.141593	-2.136283	0.000064	0.000000
-3.141593	-2.010619	0.000049	0.000000
-3.141593	-1.884956	0.000037	0.000000
-3.141593	-1.759292	0.000029	0.000000
-3.141593	-1.633628	0.000024	0.000000
-3.141593	-1.507964	0.000019	0.000000
-3.141593	-1.382301	0.000016	0.000000
-3.141593	-1.256637	0.000013	0.000000
-3.141593	-1.130973	0.000011	0.000000
-3.141593	-1.005310	0.000009	0.000000
-3.141593	-0.879646	0.000008	0.000000
-3.141593	-0.753982	0.000007	0.000000
-3.141593	-0.628319	0.000006	0.000000
-3.141593	-0.502655	0.000006	0.000000
-3.141593	-0.376991	0.000005	0.000000
-3.141593	-0.251327	0.000005	0.000000
-3.141593	-0.125664	0.000005	0.000000
-3.141593	0.000000	0.000005	0.000000
-3.141593	0.125664	0.000005	0.000000
-3.141593	0.251327	0.000005	0.000000
-3.141593	0.376991	0.000005	0.000000
-3.141593	0.502655	0.000006	0.000000
-3.141593	0.628319	0.000006	0.000000
-3.141593	0.753982	0.000007	0.000000
-3.141593	0.879646	0.000008	0.000000
-3.141593	1.005310	0.000009	0.000000
-3.141593	1.130973	0.000011	0.000000
-3.141593	1.256637	0.000013	0.000000
-3.141593	1.382301	0.000016	0.000000
-3.141593	1.507964	0.000019	0.000000
-3.141593	1.633628	0.000024	0.000000
-3.141593	1.759292	0.000029	0.000000
-3.141593	1.884956	0.000037	0.000000
-3.141593	2.010619	0.000049	0.000000
-3.141593	2.136283	0.000064	0.000000
-3.141593	2.261947	0.000087	0.000000
-3.141593	2.387610	0.000120	0.000000
-3.141593	2.513274	0.000169	0.000000
-3.141593	2.638938	0.000239	0.000000
-3.141593	2.764602	0.000331	0.000000
